validScientificName,family.ORIG,biodiversityRelevance,nectarProduction,heatRequirement,coldRequirement,tempOptimum,continentality,light,moisture,soilReaction,nitrogen,phosphorus,salinity,grazing.Mowing,soilDisturbance,longevity,pollinatorDependence,phenology,extremePhenology,seedDormancy,seedBank,seedDisperser,nitrogenFixation,photosyntheticPathway,mycorrhiza,carnivory,parasitism,siliceousRock,ultrabasicRock,calcareousRock,dryHeath,dryMeadow,steppicMeadow,sandSteppe,moistHeath,moistMeadow,moistCalcareousMeadow,raisedBog,poor.AcidicFen,intermediate.RichFen,rich.CalcareousFen,tallHerb.Sedge.ReedMeadow,oligotrophicWater.Shores,mesotrophicWater.Shores,eutrophicWater.Shores,sandy.Stony.RockySeaShores,seaShoreMeadows,base.PoorWasteland,base.RichWasteland,arableLand,gravellyGround,ruderal,hedgerows.Thickets.Wood.MarginsandGroves,heath.TypeDeciduousForest,intermediateDeciduousForest,herb.RichDeciduousForest,alnusGlutinosaSwamp,fraxinus.Ulmus.AlnusIncanaSwamp,pinus.BetulaSwamp,piceaSwamp,heath.TypeConiferousForest,vaccinium.TypeConiferousForest,herb.RichConiferousForest,cacareousConiferForest,subalpineBetulaForest,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Dryopteris expansa,Dryopteridaceae,2,1,3,7,12,5,2,6,3,7,3,2,2,4,4,0b,10,3,"",,AirD,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,746,1,wfo-0001107301,urn:lsid:ipni.org:names:84669-2,26600148,Dryopteris expansa,species,wfo-4000012657,(C.Presl) Fraser-Jenk. & Jermy,Dryopteridaceae,Dryopteridoideae,"",,Dryopteris,"",expansa,"",species,Valid,Fern Gaz. 11: 338. 1977,Accepted,"",wfo-0001115765,,"Source in seed data: tro Updated namepublishedIn from Brit. Fern Gaz. 11(5): 338 1977  to Fern Gaz. 11: 338. 1977 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro",http://www.theplantlist.org/tpl1.1/record/tro-26600148,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",P,tro-26600148,"",FALSE,"","",""
Dryopteris filix-mas,Dryopteridaceae,2,1,3,2,8,4,4,2,5,5,3,2,2,2,4,0b,10,3,"",,AirD,0,C3,AM,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1,Dryopteris filix-mas (L.) Schott,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,747,1,wfo-0001109081,urn:lsid:ipni.org:names:17094880-1,26602214,Dryopteris filix-mas,species,wfo-4000012657,(L.) Schott,Dryopteridaceae,Dryopteridoideae,"",,Dryopteris,"",filix-mas,"",species,Valid,Gen. Fil. [Schott] ad t.9. 1834,Accepted,"",wfo-0001110195,,"Source in seed data: tro Updated namepublishedIn from Gen. Fil. , sub pl. 9 1834  to Gen. Fil. [Schott] ad t.9. 1834 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",http://www.theplantlist.org/tpl1.1/record/tro-26602214,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",P,tro-26602214,"",FALSE,"","",""
Echinochloa crus-galli,Poaceae,3,1,12,1,2,3,7,4,7,8,5,2,3,9,1,0c,12,5,1,3,Passive,0,C4,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinochloa crus-galli (L.) P. Beauv.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,748,1,wfo-0000865236,urn:lsid:ipni.org:names:399660-1,410191,Echinochloa crus-galli,species,wfo-4000012916,(L.) P.Beauv.,Poaceae,"","",,Echinochloa,"",crus-galli,"",species,Valid,Ess. Agrostogr. : 53 (1812),Accepted,"",wfo-0000883696,,"Source in seed data: wcs Update namepublishedIn from Ess. Agrostogr. 53 1812  to Ess. Agrostogr. : 53 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-41019",http://www.theplantlist.org/tpl1.1/record/kew-410191,The Poaceae TEN,A,kew-410191,"",FALSE,"","",""
Echinops bannaticus Rochel ex Schrad.,Asteraceae,1,7,11,3,5,6,6,3,7,7,5,2,3,5,4,2,11,4,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinops bannaticus Rochel ex Schrad.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,18,749,1,wfo-0000129079,urn:lsid:ipni.org:names:202414-1,GCC-9392776C-0CAD-4B2A-B59E-830D0C0C1800,Echinops bannaticus,species,wfo-4000012947,Rochel ex Schrad.,Asteraceae,"","",,Echinops,"",bannaticus,"",species,Valid,Blumenb. 48.,Accepted,"","",,"Source in seed data: gcc Updated namepublishedin from Unknown : 48  to Blumenb. 48. , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-90025 >The Plant List v.1.1.<",http://www.theplantlist.org/tpl1.1/record/gcc-90025,The Asteraceaae TEN,A,gcc-90025,"",FALSE,"","",""
Echinops exaltatus Schrad.,Asteraceae,1,7,12,5,6,5,6,3,7,7,5,2,3,5,4,2,11,4,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinops exaltatus Schrad.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,750,1,wfo-0000091342,urn:lsid:ipni.org:names:202484-1,GCC-0363CD93-7817-404A-B45A-58369BF5DCDC,Echinops exaltatus,species,wfo-4000012947,Schrad.,Asteraceae,"","",,Echinops,"",exaltatus,"",species,Valid,"Hort. Gotting. 2: 15, t. 9.",Accepted,"","",,"Source in seed data: gcc Updated namepublishedin from Unknown ii. 15. t. 9.  to Hort. Gotting. 2: 15, t. 9. , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-47611",http://www.theplantlist.org/tpl1.1/record/gcc-47611,The Asteraceaae TEN,A,gcc-47611,"",TRUE,Synonym,wfo-0000062551,Echinops exaltatus
Echinops exaltatus Schrad.,Asteraceae,1,7,12,5,6,5,6,3,7,7,5,2,3,5,4,2,11,4,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinops exaltatus Schrad.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,750,2,wfo-0000091342,urn:lsid:ipni.org:names:202484-1,GCC-0363CD93-7817-404A-B45A-58369BF5DCDC,Echinops exaltatus,species,wfo-4000012947,Schrad.,Asteraceae,"","",,Echinops,"",exaltatus,"",species,Valid,"Hort. Gotting. 2: 15, t. 9.",Accepted,"","",,"Source in seed data: gcc Updated namepublishedin from Unknown ii. 15. t. 9.  to Hort. Gotting. 2: 15, t. 9. , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-47611",http://www.theplantlist.org/tpl1.1/record/gcc-47611,The Asteraceaae TEN,A,gcc-47611,"",FALSE,"","",""
Echinops sphaerocephalus L.,Asteraceae,1,7,11,3,5,5,7,3,7,8,5,2,3,5,4,2,11,4,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinops sphaerocephalus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,751,1,wfo-0000076972,urn:lsid:ipni.org:names:202677-1,GCC-2A561B2E-4647-422A-B70E-3E542D10CD44,Echinops sphaerocephalus,species,wfo-4000012947,L.,Asteraceae,"","",,Echinops,"",sphaerocephalus,"",species,Valid,Sp. Pl. : 814 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 814 1753  to Sp. Pl. : 814 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-33610 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/gcc-33610,The Asteraceaae TEN,A,gcc-33610,"",FALSE,"","",""
Echinops sphaerocephalus L.,Asteraceae,1,7,11,3,5,5,7,3,7,8,5,2,3,5,4,2,11,4,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinops sphaerocephalus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,751,2,wfo-0000102217,urn:lsid:ipni.org:names:77180191-1,GCC-D6D96CCD-DD14-4802-943A-96E09616C5D1,Echinops spinosissimus  subsp. spinosissimus,subspecies,wfo-0000116034,"",Asteraceae,"","",,Echinops,"",spinosissimus,spinosissimus,subspecies,Valid,"",Accepted,"","",,"Source in seed data: gcc Updated parentNameId from wfo-0000102217 to wfo-0000116034, information provided by Alan E. on email Sep. o4 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-59503 >The Plant List v.1.1.</",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77180191-1,The Asteraceaae TEN,A,gcc-59503,"",TRUE,Synonym,wfo-0000115959,Echinops sphaerocephalus
Echinops sphaerocephalus L.,Asteraceae,1,7,11,3,5,5,7,3,7,8,5,2,3,5,4,2,11,4,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinops sphaerocephalus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,751,3,wfo-0000128022,urn:lsid:ipni.org:names:202564-1,GCC-6479CB2A-BB0A-4C00-B784-80B14845A8F1,Echinops latifolius,species,wfo-4000012947,Tausch,Asteraceae,"","",,Echinops,"",latifolius,"",species,Valid,Flora 11(2): 486 (1828),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Flora 11(2): 486. 1828  to Flora 11(2): 486 (1828), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-89013 >The",http://www.theplantlist.org/tpl1.1/record/gcc-89013,The Asteraceaae TEN,A,gcc-89013,"",TRUE,Synonym,wfo-0000139231,Echinops sphaerocephalus
Echium plantagineum L.,Boraginaceae,2,7,12,1,2,4,5,3,6,6,3,2,2,9,1,2a,,,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Echium plantagineum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,752,1,wfo-0000662991,urn:lsid:ipni.org:names:115835-1,912272,Echium plantagineum,species,wfo-4000012976,L.,Boraginaceae,"","",,Echium,"",plantagineum,"",species,Valid,Mant. Pl. 2: 202 (1771),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Mant. Pl. Altera 202. 1771 [Oct 1771]  to Mant. Pl. 2: 202 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2784282,The Boraginaceae TEN,A,kew-2784282,"",FALSE,"","",""
Echium plantagineum L.,Boraginaceae,2,7,12,1,2,4,5,3,6,6,3,2,2,9,1,2a,,,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Echium plantagineum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,752,2,wfo-0000662748,urn:lsid:ipni.org:names:115618-1,912048,Echium creticum,species,wfo-4000012976,L.,Boraginaceae,"","",,Echium,"",creticum,"",species,Valid,Sp. Pl. : 139 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 139 1753  to Sp. Pl. : 139 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2784058 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2784058,The Boraginaceae TEN,A,kew-2784058,"",TRUE,Synonym,wfo-0000662992,Echium plantagineum
Echium plantagineum L.,Boraginaceae,2,7,12,1,2,4,5,3,6,6,3,2,2,9,1,2a,,,2,,Adh,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Echium plantagineum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,752,3,wfo-0001349708,urn:lsid:ipni.org:names:115833-1,115833-1,Echium plantagineum,species,"",Jacq.,Boraginaceae,"","",,Echium,"",plantagineum,"",species,"",Hort. Vindob. i. t. 45.,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","",The Boraginaceae TEN,A,"","",FALSE,"","",""
Echium vulgare L.,Boraginaceae,4,7,10,3,5,5,7,2,7,4,2,2,3,7,2,2a,7,2,"",3,Adh,0,C3,AM,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Echium vulgare L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,753,1,wfo-0000663145,urn:lsid:ipni.org:names:115950-1,912413,Echium vulgare,species,wfo-4000012976,L.,Boraginaceae,"","",,Echium,"",vulgare,"",species,Valid,Sp. Pl. : 139 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 139. 1753 [1 May 1753]  to Sp. Pl. : 139 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-27",http://www.theplantlist.org/tpl1.1/record/kew-2784423,The Boraginaceae TEN,A,kew-2784423,"",TRUE,Synonym,wfo-0001215606,Echium vulgare f. vulgare
Elaeagnus commutata Bernh. ex Rydb.,Elaeagnaceae,1,,9,4,7,5,5,2,6,3,3,1,3,6,4,1,,,"",1,Bird,0,C3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Elaeagnus commutata Bernh. ex Rydb.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,16,754,1,wfo-0000663703,urn:lsid:ipni.org:names:315523-2,912997,Elaeagnus commutata,species,wfo-4000013105,Bernh. ex Rydb.,Elaeagnaceae,"","",,Elaeagnus,"",commutata,"",species,Valid,Fl. Rocky Mts. : 582 (1917),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Rocky Mts. 582. 1917 [31 Dec 1917]  to Fl. Rocky Mts. : 582 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r",http://www.theplantlist.org/tpl1.1/record/kew-2785017,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2785017,"",FALSE,"","",""
Elatine hexandra,Elatinaceae,1,1,10,2,4,2,7,11,4,6,3,1,3,6,,0c,,,"",4,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elatine hexandra (Lapierre) DC.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,755,1,wfo-0000665329,urn:lsid:ipni.org:names:324687-1,914522,Elatine hexandra,species,wfo-4000013143,DC.,Elatinaceae,"","",,Elatine,"",hexandra,"",species,Valid,"Fl. Franç. , ed. 3, 5: 609 (1815)",Accepted,"",wfo-0000408935,,"Source in seed data: cmp Updated scientificnameAuthorship from (Lapierre) DC. to DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2786543 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/kew-2786543,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2786543,"",FALSE,"","",""
Elatine hydropiper L.,Elatinaceae,1,1,7,3,7,7,7,11,6,6,5,2,5,7,1,0c,,,"",4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elatine hydropiper L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,756,1,wfo-0000665333,urn:lsid:ipni.org:names:324690-1,914526,Elatine hydropiper,species,wfo-4000013143,L.,Elatinaceae,"","",,Elatine,"",hydropiper,"",species,Valid,Sp. Pl. : 367 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 367 1753  to Sp. Pl. : 367 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2786547 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2786547,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2786547,"",FALSE,"","",""
Elatine hydropiper L.,Elatinaceae,1,1,7,3,7,7,7,11,6,6,5,2,5,7,1,0c,,,"",4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elatine hydropiper L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,756,2,wfo-0000665333,urn:lsid:ipni.org:names:324690-1,914526,Elatine hydropiper,species,wfo-4000013143,L.,Elatinaceae,"","",,Elatine,"",hydropiper,"",species,Valid,Sp. Pl. : 367 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 367 1753  to Sp. Pl. : 367 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2786547 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2786547,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2786547,"",TRUE,Synonym,wfo-0000665334,Elatine hydropiper
Elatine orthosperma Düben,Elatinaceae,1,1,7,9,11,7,7,11,6,6,5,2,5,7,1,0c,,,"",4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elatine orthosperma Düben,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,757,1,wfo-0000665333,urn:lsid:ipni.org:names:324690-1,914526,Elatine hydropiper,species,wfo-4000013143,L.,Elatinaceae,"","",,Elatine,"",hydropiper,"",species,Valid,Sp. Pl. : 367 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 367 1753  to Sp. Pl. : 367 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2786547 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2786547,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2786547,"",TRUE,Synonym,wfo-0000665366,Elatine orthosperma
Elatine orthosperma Düben,Elatinaceae,1,1,7,9,11,7,7,11,6,6,5,2,5,7,1,0c,,,"",4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elatine orthosperma Düben,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,757,2,wfo-0000665382,urn:lsid:ipni.org:names:324719-1,914571,Elatine spathulata,species,wfo-4000013143,Gorski,Elatinaceae,"","",,Elatine,"",spathulata,"",species,Valid,Eichw. Skizze : 173 (1830),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Eichw. Skizze 173  to Eichw. Skizze : 173 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2786592 >The",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324719-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2786592,"",TRUE,Synonym,wfo-0001046643,Elatine orthosperma
Elatine triandra Schkuhr,Elatinaceae,1,1,8,8,10,7,7,11,6,7,5,2,5,7,1,0c,,,"",4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elatine triandra Schkuhr,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,758,1,wfo-0000665387,urn:lsid:ipni.org:names:89520-2,914576,Elatine triandra,species,wfo-4000013143,Schkuhr,Elatinaceae,"","",,Elatine,"",triandra,"",species,Valid,Bot. Handb. 1: 345 (1790),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Bot. Handb. [C. Schkuhr]. 1: 345 (-346; t. 109b, fig. 2). [1789-1791]  to Bot. Handb. 1: 345 (1790), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://",http://www.theplantlist.org/tpl1.1/record/kew-2786597,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2786597,"",FALSE,"","",""
Eleocharis acicularis,Cyperaceae,1,1,3,3,9,6,7,11,6,3,3,2,4,6,4,0b,8,1,4,2,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleocharis acicularis (L.) Roem. & Schult.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,759,1,wfo-0000402534,urn:lsid:ipni.org:names:1169169-2,242255,Eleocharis acicularis,species,wfo-4000013172,(L.) Roem. & Schult.,Cyperaceae,"","",,Eleocharis,"",acicularis,"",species,Valid,"Syst. Veg., ed. 15 bis 2: 154 (1817)",Accepted,"",wfo-0000533678,,"Source in seed data: wcs Update namepublishedIn from Syst. Veg. 2: 154 1817  to Syst. Veg., ed. 15 bis 2: 154 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-242255,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-242255,"",FALSE,"","",""
Eleocharis mamillata H. Lindb.,Cyperaceae,1,1,7,7,10,6,5,11,5,5,3,2,3,6,4,0b,8,1,"",,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleocharis mamillata H. Lindb.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,760,1,wfo-0000404955,urn:lsid:ipni.org:names:306931-1,242624,Eleocharis mamillata,species,wfo-4000013172,(H.Lindb.) H.Lindb.,Cyperaceae,"","",,Eleocharis,"",mamillata,"",species,Valid,Exsicc. (Herb. Norm.) 44: 108 (1902),Accepted,"",wfo-0000540960,,"Source in seed data: wcs Update namepublishedIn from Exsicc. (Herb. Norm.) 44: 108 1902  to Exsicc. (Herb. Norm.) 44: 108 (1902), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",http://www.theplantlist.org/tpl1.1/record/kew-242624,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-242624,"",FALSE,"","",""
Eleocharis multicaulis,Cyperaceae,1,1,10,2,4,3,7,11,2,2,2,1,2,,4,0b,8,1,"",2,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleocharis multicaulis (Sm.) Desv.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,761,1,wfo-0000405300,urn:lsid:ipni.org:names:306968-1,242680,Eleocharis multicaulis,species,wfo-4000013172,(Sm.) Desv.,Cyperaceae,"","",,Eleocharis,"",multicaulis,"",species,Valid,Observ. Pl. Angers : 74 (1818),Accepted,"",wfo-0000542088,,"Source in seed data: wcs Update namepublishedIn from Observ. Pl. Angers 74 1818  to Observ. Pl. Angers : 74 (1818), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-242680,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-242680,"",FALSE,"","",""
Eleocharis palustris,Cyperaceae,2,1,7,1,5,5,6,10,6,5,4,2,3,6,4,0b,11,4,"",2,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleocharis palustris (L.) Roem. & Schult.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,762,1,wfo-0000405590,urn:lsid:ipni.org:names:1094314-2,242738,Eleocharis palustris,species,wfo-4000013172,(L.) Roem. & Schult.,Cyperaceae,"","",,Eleocharis,"",palustris,"",species,Valid,"Syst. Veg., ed. 15 bis 2: 151 (1817)",Accepted,"",wfo-0000543029,,"Source in seed data: wcs Update namepublishedIn from Syst. Veg. 2: 151 1817  to Syst. Veg., ed. 15 bis 2: 151 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-242738,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-242738,"",FALSE,"","",""
