validScientificName,scientificNameAuthorship,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority
Doronicum grandiflorum,Lam.,Dicot,perennial,forb,39.29,0,60.71,CR,1
Lotus herbaceus,(Vill.) Jauzein,Dicot,perennial,shrub,9.92,51.48,38.61,SR,1
Draba aizoides,L.,Dicot,perennial,forb,0,66.38,33.62,S/SR,1
Draba asprella,Greene,Dicot,perennial,forb,5.14,38.95,55.91,SR,4
Draba dubia,Suter,Dicot,perennial,forb,0,85.04,14.96,S,1
Draba hispida,Willd.,Dicot,perennial,forb,0.67,0,99.33,R,1
Dracaena braunii,Engl.,Monocot,perennial,forb,23.44,54.29,22.27,S/CSR,8
Drosera anglica,Huds.,Dicot,perennial,forb,7.57,0,92.43,R,1
Drosera intermedia,Hayne,Dicot,perennial,forb,0,12.47,87.53,R,1
Drosera rotundifolia,L.,Dicot,perennial,forb,3.66,0,96.34,R,1
Dryas octopetala,L.,Dicot,perennial,shrub,7.47,80.63,11.91,S,1
Cyclodium heterodon  var. abbreviatum,(Presl) A.R.Sm.,Fern,perennial,forb,71.7,6.8,21.5,C/CR,1
Dryopteris carthusiana,(Vill.) H.P.Fuchs,Fern,perennial,forb,73.45,9.5,17.05,C/CR,1
Dryopteris dilatata,(Hoffm.) A.Gray,Fern,perennial,forb,42.37,18.73,38.89,CR/CSR,1
Dryopteris expansa,(C.Presl) Fraser-Jenk. & Jermy,Fern,perennial,forb,32.65,26.21,41.14,CSR,1
Dryopteris filix-mas,(L.) Schott,Fern,perennial,forb,70.89,7.86,21.25,C/CR,1
Dryopteris remota,Hayek,Fern,perennial,forb,66.55,0,33.45,C/CR,1
Drypetes standleyi,G.L.Webster,Dicot,perennial,tree,37.78,56.14,6.08,CS,7
Duguetia gardneriana,Mart.,Dicot,perennial,tree,46.87,52.03,1.1,CS,7
Echeandia flavescens,(Schult. & Schult.f.) Cruden,Monocot,perennial,forb,38.31,0,61.69,CR,4
Echinochloa crus-galli,(L.) P.Beauv.,Monocot,annual,graminoid,47.51,13.91,38.57,CR/CSR,1
Echinolaena inflexa,Chase,Monocot,perennial,graminoid,15.94,77.95,6.11,S/CS,7
Echinops exaltatus,Schrad.,Dicot,perennial,forb,54.74,33.15,12.11,C/CSR,1
Echinops ritro,L.,Dicot,perennial,forb,78.06,11.96,9.98,C/CS,1
Echium vulgare,L.,Dicot,perennial,forb,65.91,4.25,29.84,C/CR,1
Elodea densa,Casp.,Monocot,perennial,aquatic,5.08,0,94.92,R,7
Elaeagnus pungens,Thunb.,Dicot,perennial,tree,36.27,51.99,11.74,CS/CSR,1
Elatine hexandra,DC.,Dicot,annual,aquatic,0,29.34,70.66,R/SR,1
Elatine hydropiper,L.,Dicot,annual,aquatic,0,0,100,R,1
Eleocharis acicularis,(L.) Roem. & Schult.,Monocot,perennial,graminoid,0,0,100,R,1
Eleocharis mamillata,(H.Lindb.) H.Lindb.,Monocot,perennial,graminoid,8.87,0,91.13,R,1
Eleocharis multicaulis,(Sm.) Desv.,Monocot,perennial,graminoid,15.16,84.84,0,S,1
Eleocharis obtusa,(Willd.) Schult.,Monocot,perennial,graminoid,23.09,38.87,38.04,SR/CSR,4
Eleocharis ovata,(Roth) Roem. & Schult.,Monocot,annual,graminoid,9.86,52.38,37.76,SR,1
Eleocharis palustris,(L.) Roem. & Schult.,Monocot,perennial,graminoid,45.68,0,54.32,CR,1
Eleocharis quinqueflora,(Hartmann) O.Schwarz,Monocot,perennial,graminoid,4.16,95.84,0,S,1
Eleusine indica,Gaertn.,Monocot,annual,graminoid,15.72,33.96,50.32,SR/CSR,1
Elodea canadensis,Fraser ex Spach,Monocot,perennial,aquatic,2.4,45.4,52.2,SR,4
Elymus athericus,(Link) Kerguélen,Monocot,perennial,graminoid,32.43,49.99,17.58,S/CSR,1
Elymus canadensis,L.,Monocot,perennial,graminoid,28.08,50.03,21.89,S/CSR,2
Elymus elymoides,(Raf.) Swezey,Monocot,perennial,graminoid,15.4,67.26,17.35,S/SR,4
Elymus farctus,(Viv.) Runemark ex Melderis,Monocot,perennial,graminoid,18.96,76.01,5.03,S/CS,1
Elymus repens,(L.) Gould,Monocot,perennial,graminoid,30.98,36.28,32.74,CSR,1
Elymus trachycaulus,(Link) Gould,Monocot,perennial,graminoid,12.9,48.15,38.95,SR/CSR,2
Elymus repens,(L.) Gould,Monocot,perennial,graminoid,20.12,48.23,31.65,S/CSR,1
Hippocrepis emerus  subsp. emerus,"",Dicot,perennial,tree,28,24.39,47.61,R/CSR,1
Empetrum nigrum  subsp. nigrum,"",Dicot,perennial,shrub,0,100,0,S,1
Monoon fuscum,(King) B.Xue & R.M.K.Saunders,Dicot,perennial,tree,60.15,35.38,4.46,CS,9
Epilobium alpestre,(Jacq.) Krock.,Dicot,perennial,forb,18.72,24.57,56.71,R/CSR,1
Epilobium anagallidifolium,Lam.,Dicot,perennial,forb,0,58.97,41.03,SR,1
Epilobium angustifolium,L.,Dicot,perennial,forb,34.64,17.1,48.25,CR/CSR,1
Epilobium brachycarpum,C.Presl,Dicot,annual,forb,6.71,5.87,87.42,R,4
Epilobium ciliatum,Raf.,Dicot,perennial,forb,19.31,0,80.69,R/CR,1
Epilobium coloratum,Muhl. ex Willd.,Dicot,perennial,forb,11.33,43.55,45.13,SR/CSR,2
Epilobium dodonaei,Vill.,Dicot,perennial,forb,17.96,59.28,22.75,S/CSR,1
Epilobium fleischeri,Hochst.,Dicot,perennial,forb,8.45,59.33,32.22,S/SR,1
Epilobium glandulosum,Lehm.,Dicot,perennial,forb,3.24,72.54,24.22,S/SR,1
Epilobium hirsutum,L.,Dicot,perennial,forb,35.57,20.08,44.34,CR/CSR,1
Epilobium montanum,L.,Dicot,perennial,forb,35.39,25.54,39.07,CSR,1
Epilobium nutans,F.W.Schmidt,Dicot,perennial,forb,10.16,30.55,59.29,R/CSR,1
Epilobium palustre,L.,Dicot,perennial,forb,34.05,0,65.95,R/CR,1
Epipactis atrorubens,(Hoffm.) Besser,Monocot,perennial,forb,36,24.08,39.92,CR/CSR,1
Epipactis helleborine,(L.) Crantz,Monocot,perennial,forb,23.87,46.15,29.98,S/CSR,1
Epipactis palustris,(L.) Crantz,Monocot,perennial,forb,26.46,16.58,56.96,R/CSR,1
Epiprinus malayanus,Griff.,Dicot,perennial,tree,66.31,33.69,0,C/CS,9
Equisetum arvense,L.,Fern,perennial,forb,14.71,63.77,21.53,S/CSR,1
Equisetum fluviatile,L.,Fern,perennial,forb,15.77,84.23,0,S,1
Equisetum sylvaticum,L.,Fern,perennial,forb,12.9,47.2,39.9,SR/CSR,1
Equisetum braunii,Milde,Fern,perennial,forb,18.28,12.05,69.68,R/CR,1
Eragrostis mexicana,(Hornem.) Link,Monocot,annual,graminoid,12.82,36.26,50.92,SR/CSR,4
Eragrostis minor,Host,Monocot,annual,graminoid,19.99,27.54,52.47,R/CSR,1
Eragrostis pectinacea,(Michx.) Nees,Monocot,annual,graminoid,21.49,48,30.51,S/CSR,4
Eragrostis spectabilis,(Pursh) Steud.,Monocot,perennial,graminoid,14.32,65.53,20.15,S/SR,4
Erica arborea  subsp. riojana,(Sennen & Elias) Romo,Dicot,perennial,shrub,0,75.78,24.22,S/SR,1
Erica cinerea,L.,Dicot,perennial,shrub,0,93.91,6.09,S,1
Erica scoparia,L.,Dicot,perennial,tree,0,100,0,S,1
Erica stuartii,(Macfarl.) Mast.,Dicot,perennial,shrub,0,100,0,S,1
Erigeron major,Vierh.,Dicot,perennial,forb,16.67,43.45,39.88,SR/CSR,1
Erigeron annuus,(L.) Pers.,Dicot,annual,forb,41.27,12.95,45.79,CR/CSR,2
Erigeron borealis,Simmons,Dicot,perennial,forb,13.42,0,86.58,R,1
Erigeron canadensis,L.,Dicot,annual,forb,19.31,43.31,37.38,SR/CSR,2
Erigeron caucasicus,Steven,Dicot,perennial,forb,29.58,18.13,52.29,R/CSR,1
Erigeron divergens,Torr. & A.Gray,Dicot,biennial,forb,7.25,29.97,62.79,R/SR,4
Erigeron flagellaris,A.Gray,Dicot,biennial,forb,5.25,57.83,36.92,SR,4
Erigeron formosissimus,Greene,Dicot,perennial,forb,14.47,52.2,33.33,S/CSR,4
Erigeron karvinskianus,DC.,Dicot,perennial,forb,14.42,18.04,67.54,R/SR,4
Erigeron speciosus,DC.,Dicot,perennial,forb,22.85,40.04,37.11,SR/CSR,4
Erigeron strigosus,Muhl. ex Willd.,Dicot,perennial,forb,13.42,44.47,42.11,SR/CSR,2
Erigeron uniflorus,L.,Dicot,perennial,forb,2.68,20.87,76.45,R/SR,1
Eriobotrya japonica,(Thunb.) Lindl.,Dicot,perennial,tree,54.56,45.44,0,CS,1
Eriogonum alatum,Torr. in Sitgr.,Dicot,perennial,shrub,27.08,72.92,0,S/CS,4
Eriogonum pharnaceoides,Torr.,Dicot,annual,forb,11.17,46.73,42.1,SR/CSR,4
Eriogonum racemosum,Nutt.,Dicot,perennial,shrub,29.63,70.37,0,S/CS,4
Eriope arenaria,Harley,Dicot,perennial,forb,1.37,87.39,11.25,S,7
Eriophorum angustifolium,Honck.,Monocot,perennial,graminoid,30.35,63.4,6.25,S/CS,1
Eriophorum latifolium,Hoppe,Monocot,perennial,graminoid,16.46,59.64,23.9,S/CSR,1
Eriophorum scheuchzeri,Hoppe,Monocot,perennial,graminoid,34.01,38.96,27.03,CSR,1
Eriophorum vaginatum,L.,Monocot,perennial,graminoid,16.19,76.13,7.68,S/CS,1
Eriotheca macrophylla,(K.Schum.) A.Robyns,Dicot,perennial,tree,60.99,31.64,7.36,C/CS,7
Eritrichium caucasicum,(Albov) Grossh.,Dicot,perennial,forb,5.51,77.83,16.65,S/SR,1
Erodium cicutarium,(L.) L'Hér.,Dicot,biennial,forb,35.42,0,64.58,R/CR,1
Erodium lebelii,Jord.,Dicot,annual,forb,17.29,46.61,36.1,SR/CSR,1
Erodium moschatum,(Burm.f.) L'Hér.,Dicot,biennial,forb,63.8,0,36.2,C/CR,1
Draba verna,L.,Dicot,annual,forb,4.8,0,95.2,R,1
Erucastrum nasturtiifolium,O.E.Schulz,Dicot,perennial,forb,52.26,32.33,15.41,C/CSR,1
Eryngium campestre,L.,Dicot,perennial,forb,81.3,18.7,0,C/CS,1
Eryngium yuccifolium,Michx.,Dicot,perennial,forb,23.63,76.37,0,S/CS,4
Erysimum cheiranthoides,L.,Dicot,biennial,forb,9.13,70.93,19.95,S/SR,1
Erysimum odoratum,Ehrh.,Dicot,perennial,forb,14.89,44.72,40.39,SR/CSR,1
Erysimum odoratum,Ehrh.,Dicot,perennial,forb,22.55,4.25,73.21,R/CR,1
Erythrina costaricensis,Micheli,Dicot,perennial,tree,77.01,2.09,20.9,C/CR,7
Erythronium dens-canis,L.,Monocot,perennial,forb,58.01,0,41.99,CR,1
Erythroxylum gonoclados,(Mart.) O.E.Schulz,Dicot,perennial,tree,61.55,36.83,1.62,CS,7
Erythroxylum panamense,Turcz.,Dicot,perennial,tree,29.85,44.3,25.85,S/CSR,7
Eschweilera ovata,Mart. ex Miers,Dicot,perennial,tree,44.25,50.24,5.51,CS,7
Eugenia candolleana,DC.,Dicot,perennial,shrub,35.44,44.37,20.19,CS/CSR,7
Eugenia florida,DC.,Dicot,perennial,tree,44.35,50.19,5.47,CS,7
Eugenia galalonensis,(Griseb.) Krug & Urb.,Dicot,perennial,tree,30.3,55.65,14.05,S/CSR,4
Eugenia nesiotica,Standl.,Dicot,perennial,tree,18.04,55.78,26.17,S/CSR,7
Eugenia oerstediana,O.Berg,Dicot,perennial,tree,20.75,59.3,19.94,S/CSR,7
Eugenia punicifolia,(Kunth) DC.,Dicot,perennial,tree,13.67,86.33,0,S,7
Euonymus europaeus,L.,Dicot,perennial,tree,29.45,51.41,19.14,S/CSR,1
Euonymus japonicus,Thunb.,Dicot,perennial,tree,29.1,70.9,0,S/CS,1
Eupatorium cannabinum,L.,Dicot,perennial,forb,51.9,16.25,31.85,C/CSR,1
Conoclinium coelestinum,DC.,Dicot,perennial,forb,12.45,69.59,17.97,S/SR,4
Eutrochium maculatum,(L.) E.E.Lamont,Dicot,perennial,forb,44.87,37.42,17.71,CS/CSR,2
Eupatorium perfoliatum,L.,Dicot,perennial,forb,41.38,45.21,13.42,CS/CSR,4
Ageratina liebmannii,(Sch.Bip. ex Klatt) R.M.King & H.Rob.,Dicot,perennial,forb,32.04,17.57,50.38,R/CSR,4
Euphorbia amygdaloides,L.,Dicot,perennial,forb,14.92,47.36,37.73,SR/CSR,1
Euphorbia brachycera,Engelm.,Dicot,perennial,forb,5.59,68.66,25.75,S/SR,4
Euphorbia verrucosa,L.,Dicot,perennial,shrub,7.27,43.04,49.68,SR,1
Euphorbia characias,L.,Dicot,perennial,shrub,26.03,68.63,5.34,S/CS,1
Euphorbia corollata,L.,Dicot,perennial,forb,6.7,83.59,9.7,S,4
Euphorbia cyparissias,L.,Dicot,perennial,forb,0,55.18,44.82,SR,1
Euphorbia dendroides,L.,Dicot,perennial,tree,16.48,50.3,33.22,SR/CSR,1
Euphorbia angulata,Jacq.,Dicot,perennial,forb,11.22,23.71,65.07,R/SR,1
Euphorbia esula,L.,Dicot,perennial,forb,6.15,31.11,62.74,R/SR,1
Euphorbia falcata,L.,Dicot,annual,forb,3.19,34.31,62.5,R/SR,1
Euphorbia helioscopia,L.,Dicot,annual,forb,22.98,0,77.02,R/CR,1
Euphorbia lathyris,L.,Dicot,biennial,forb,40.94,8.24,50.82,CR,1
Euphorbia nutans,Lag.,Dicot,perennial,forb,5.01,80.42,14.58,S/SR,4
Euphorbia palustris,L.,Dicot,perennial,forb,17.51,54.05,28.44,S/CSR,1
Euphorbia paralias,L.,Dicot,perennial,forb,5.76,74.48,19.76,S/SR,1
Euphorbia peplus,L.,Dicot,annual,forb,19.06,4.55,76.39,R/CR,1
Euphorbia segetalis,L.,Dicot,annual,forb,1.96,28.78,69.26,R/SR,1
Euphorbia seguieriana,Neck.,Dicot,perennial,shrub,4.67,60.4,34.93,S/SR,1
Euphorbia serpyllifolia,Pers.,Dicot,annual,forb,1.87,0,98.13,R,4
Euphorbia bifida,Hook. & Arn.,Dicot,annual,forb,8.29,31.57,60.15,R/SR,1
Euphorbia spinosa  subsp. ligustica,(Fiori) Pignatti,Dicot,perennial,shrub,1.08,63.18,35.74,S/SR,1
Euphorbia variabilis  subsp. valliniana,(Belli) Jauzein,Dicot,perennial,forb,10.87,46.77,42.36,SR/CSR,1
Euphrasia frigida,Pugsley,Dicot,annual,forb,0.72,71.04,28.24,S/SR,1
Euphrasia minima,Schloss.,Dicot,perennial,forb,1.98,13.91,84.11,R,1
Euphrasia nemorosa,(Pers.) Wettst.,Dicot,annual,forb,1.7,48.26,50.04,SR,1
Euphrasia officinalis,L.,Dicot,perennial,forb,3.28,55.65,41.08,SR,1
Euphrasia ossica,Juz. ex Ganesch.,Dicot,annual,forb,1.54,24.19,74.28,R/SR,1
Euphrasia stricta,J.P.Wolff ex J.F.Lehm.,Dicot,annual,forb,0.9,44.46,54.64,SR,1
Eustachys paspaloides,Lanza & Mattei,Monocot,perennial,graminoid,11.93,22.88,65.19,R/SR,8
Euterpe edulis,Mart.,Monocot,perennial,tree,45.82,38.2,15.98,CS/CSR,7
Euthamia graminifolia,(L.) Nutt.,Dicot,perennial,forb,12.25,67.32,20.43,S/SR,2
Evolvulus lithospermoides  var. martii,(Meisn.) R.Simão-Bianchini,Dicot,perennial,forb,6.11,70.31,23.57,S/SR,7
Fagus sylvatica,L.,Dicot,perennial,tree,22.77,63.59,13.63,S/CS,1
Falcaria vulgaris,Bernh.,Dicot,perennial,forb,77.43,10.82,11.75,C/CR,1
Fallopia baldschuanica,(Regel) Holub,Dicot,perennial,liana,44.39,1.8,53.82,CR,1
Fallopia convolvulus,(L.) Á.Löve,Dicot,annual,forb,42.34,17.54,40.12,CR/CSR,1
Fallopia dumetorum,(L.) Holub,Dicot,perennial,herbaceous vine,33.31,19.95,46.74,CR/CSR,1
Reynoutria japonica,Houtt.,Dicot,perennial,forb,56.97,25.33,17.7,C/CSR,1
Faramea occidentalis,(L.) A.Rich.,Dicot,perennial,shrub,41.86,46.57,11.57,CS/CSR,7
Festuca altissima,All.,Monocot,perennial,graminoid,33.9,30.57,35.53,CSR,1
Festuca arizonica,Vasey,Monocot,perennial,graminoid,6.42,77.69,15.9,S/SR,4
Festuca arundinacea,Schreb.,Monocot,perennial,graminoid,38.4,24.01,37.59,CR/CSR,1
Festuca trachyphylla,(Hack.) R.P.Murray,Monocot,perennial,graminoid,6.44,93.56,0,S,1
Festuca brunnescens,(Tzvelev) Galushko,Monocot,perennial,graminoid,5.98,83.2,10.82,S,1
Festuca gigantea,(L.) Vill.,Monocot,perennial,graminoid,42.45,19.79,37.76,CR/CSR,1
Festuca halleri,All.,Monocot,perennial,graminoid,2.06,93.17,4.77,S,1
Festuca ovina L.,"",Monocot,perennial,graminoid,1.91,73.32,24.77,S/SR,1
Festuca pallens,Host,Monocot,perennial,graminoid,7.23,92.77,0,S,1
Festuca paniculata,(L.) Schinz & Thell.,Monocot,perennial,graminoid,23.57,56.15,20.28,S/CSR,1
Festuca psammophila,Fritsch,Monocot,perennial,graminoid,5.57,94.43,0,S,1
Festuca quadriflora,Honck.,Monocot,annual,graminoid,2.03,93.91,4.05,S,1
Festuca rubra,L.,Monocot,perennial,graminoid,10.41,35.7,53.89,SR,1
Festuca rupicola,Heuff.,Monocot,perennial,graminoid,7.17,78.47,14.35,S/SR,1
Festuca ticinensis,(Markgr.-Dann.) Markgr.-Dann.,Monocot,perennial,graminoid,1.99,78.75,19.26,S/SR,1
Festuca varia,Haenke,Monocot,perennial,graminoid,13.44,86.56,0,S,1
Festuca vivipara,Sm.,Monocot,perennial,graminoid,1.68,91.43,6.89,S,1
Ficus hirsuta,Schott,Dicot,perennial,shrub,20.2,53.92,25.87,S/CSR,9
Ficus bullenei,I.M.Johnst.,Dicot,perennial,tree,51.27,7,41.73,CR,7
Ficus carica  subsp. rupestris,(Hausskn. ex Boiss.) Browicz,Dicot,perennial,tree,67.33,24.52,8.15,C/CS,1
Ficus citrifolia,Mill.,Dicot,perennial,tree,51.47,13.92,34.61,CR/CSR,7
Ficus costaricana,Miq.,Dicot,perennial,shrub,37.34,60.91,1.75,CS,7
Ficus insipida,Willd.,Dicot,perennial,tree,73.78,19.69,6.53,C/CS,4
Ficus maxima,Mill.,Dicot,perennial,tree,59.66,29.98,10.36,C/CSR,7
Ficus obtusifolia,Kunth,Dicot,perennial,tree,57.21,42.79,0,CS,7
Ficus popenoei,Standl.,Dicot,perennial,shrub,48.08,39.72,12.2,CS/CSR,7
Ficus tonduzii,Standl.,Dicot,perennial,tree,74.33,23.7,1.97,C/CS,7
Ficus trigonata,L.,Dicot,perennial,tree,58.87,41.13,0,CS,7
Ficus yoponensis,Desv.,Dicot,perennial,tree,47.03,51.55,1.42,CS,7
Gnaphalium uliginosum,L.,Dicot,annual,forb,5.81,0,94.19,R,1
Logfia minima,Dumort.,Dicot,annual,forb,0,58.18,41.82,SR,1
Filago pyramidata,L.,Dicot,annual,forb,1.07,49.43,49.5,SR,1
Filipendula ulmaria,(L.) Maxim.,Dicot,perennial,forb,63.37,16.64,19.98,C/CSR,1
Filipendula vulgaris,Moench,Dicot,perennial,forb,30.58,49.57,19.86,S/CSR,1
Fimbristylis puberula,Vahl,Monocot,perennial,graminoid,8.85,73.5,17.65,S/SR,4
Flourensia campestris,Griseb.,Dicot,perennial,shrub,31.67,68.33,0,S/CS,7
Foeniculum vulgare,Mill.,Dicot,perennial,forb,77.32,22.68,0,C/CS,1
Forsteronia acouci,A.DC.,Dicot,perennial,liana,55.05,37.54,7.42,CS,7
Fragaria vesca  subsp. americana,(Porter) Staudt,Dicot,perennial,forb,10.35,65.04,24.61,S/SR,2
Fragaria moschata,Weston,Dicot,perennial,forb,38.97,2.21,58.82,CR,1
Fragaria vesca,L.,Dicot,perennial,forb,38.58,18.75,42.66,CR/CSR,1
Fragaria virginiana,Mill.,Dicot,perennial,forb,27.38,61.8,10.82,S/CS,2
Fragaria viridis,Weston,Dicot,perennial,forb,22.81,57.29,19.89,S/CSR,1
Frangula alnus,Mill.,Dicot,perennial,tree,13.78,67.4,18.82,S/SR,1
Fraxinus americana,L.,Dicot,perennial,tree,27.1,53.19,19.71,S/CSR,4
Fraxinus angustifolia  subsp. oxycarpa,(Willd.) Franco & Rocha Afonso,Dicot,perennial,tree,50.48,41.77,7.76,CS,1
Fraxinus excelsior,L.,Dicot,perennial,tree,62,27.57,10.43,C/CS,1
Fraxinus ornus,L.,Dicot,perennial,tree,45.48,38.93,15.59,CS/CSR,1
Fritillaria collina,Adams,Monocot,perennial,forb,29.17,0,70.83,R/CR,1
Fritillaria meleagris,L.,Monocot,perennial,forb,32.96,0,67.04,R/CR,1
Fumana laevipes,Spach,Dicot,perennial,shrub,1.4,61.55,37.05,SR,1
Fumana procumbens,Gren. & Godr.,Dicot,perennial,shrub,0,100,0,S,1
Fumana thymifolia,Spach,Dicot,perennial,shrub,0,100,0,S,1
Fumaria officinalis,L.,Dicot,annual,forb,32.86,0,67.14,R/CR,1
Fumaria platycarpa,Lidén,Dicot,annual,forb,33.66,0,66.34,R/CR,1
Fumaria vaillantii,Loisel.,Dicot,perennial,forb,9.83,0,90.17,R,1
Gagea spathacea,Salisb.,Monocot,perennial,forb,18.31,0,81.69,R/CR,1
Galactia volubilis,(L.) Britton,Dicot,perennial,herbaceous vine,8.24,83.27,8.5,S,4
Galanthus nivalis,L.,Monocot,perennial,forb,42.58,0,57.42,CR,1
Galatella linosyris,(L.) Rchb.f.,Dicot,perennial,forb,5.46,82.25,12.3,S,1
Galearia fulva,Miq.,Dicot,perennial,tree,37.67,58.39,3.94,CS,9
Galega officinalis,L.,Dicot,perennial,shrub,58.04,0,41.96,CR,1
Galeopsis angustifolia,Ehrh. ex Hoffm.,Dicot,annual,forb,3.95,58.28,37.77,SR,1
Galeopsis ladanum  subsp. ladanum,"",Dicot,annual,forb,27.58,23.09,49.33,R/CSR,1
Galeopsis segetum,Neck.,Dicot,annual,forb,42.03,23.48,34.49,CR/CSR,1
Galeopsis tetrahit,L.,Dicot,annual,forb,33.1,0,66.9,R/CR,1
Galianthe peruviana,(Pers.) E.L.Cabral,Dicot,perennial,shrub,0.67,99.33,0,S,7
Galinsoga quadriradiata,Ruiz & Pav.,Dicot,annual,forb,15.22,31.15,53.62,R/CSR,4
Galium album,Mill.,Dicot,perennial,forb,4.46,35.41,60.13,SR,1
Galium aparine,L.,Dicot,annual,forb,13.69,0,86.31,R,1
Galium boreale,L.,Dicot,perennial,forb,5.38,50.66,43.96,SR,1
Galium glaucum  subsp. glaucum,"",Dicot,perennial,forb,3.87,49.11,47.02,SR,1
Galium lucidum,All.,Dicot,perennial,forb,1.99,19.47,78.53,R/SR,1
Galium beckhausianum,G.H.Loos,Dicot,perennial,forb,10.53,28.04,61.43,R/SR,1
Galium mollugo,L.,Dicot,perennial,forb,0.36,78.09,21.55,S/SR,1
Galium montis-arerae,Merxm. & Ehrend.,Dicot,perennial,forb,0,0,100,R,1
Galium obtusum,Bigelow,Dicot,perennial,forb,6.35,32.54,61.11,R/SR,4
Galium odoratum,Scop.,Dicot,perennial,forb,11.34,0,88.66,R,1
Galium palustre,L.,Dicot,perennial,forb,2.42,44.54,53.04,SR,1
Galium parisiense,L.,Dicot,annual,forb,0,27.8,72.2,R/SR,1
Galium rotundifolium,L.,Dicot,perennial,forb,8.06,0,91.94,R,1
Galium saxatile  var. saxatile,"",Dicot,perennial,forb,0,22.84,77.16,R/SR,1
Galium sylvaticum,L.,Dicot,perennial,forb,14.99,0,85.01,R,1
Galium tricornutum,Dandy,Dicot,annual,forb,8.24,30.45,61.31,R/SR,1
Galium uliginosum,L.,Dicot,perennial,forb,4.85,48.29,46.85,SR,1
Galium verrucosum,Huds.,Dicot,annual,forb,4.28,18.32,77.4,R/SR,1
Galium verum,L.,Dicot,perennial,herbaceous vine,1.28,71.83,26.89,S/SR,1
Garcinia intermedia,(Pittier) Hammel,Dicot,perennial,tree,48,52,0,CS,7
Garcinia madruno,(Kunth) Hammel,Dicot,perennial,tree,48.95,51.05,0,CS,7
Garcinia mangostana  var. malaccensis,(Hook.f.) Nazre,Dicot,perennial,tree,40.21,59.79,0,CS,9
Gaylussacia riedelii,Meisn.,Dicot,perennial,shrub,18.28,81.72,0,S/CS,7
Genipa americana,L.,Dicot,perennial,tree,69.76,21.28,8.96,C/CS,7
Genista berberidea,Lange,Dicot,perennial,shrub,0,79.89,20.11,S/SR,1
Genista germanica,L.,Dicot,perennial,shrub,1.99,45.08,52.93,SR,1
Genista pilosa,L.,Dicot,perennial,shrub,0,80.26,19.74,S/SR,1
Genista tinctoria  subsp. tinctoria,"",Dicot,perennial,shrub,7.49,54.6,37.91,SR,1
Gentiana acaulis,L.,Dicot,perennial,forb,13.21,81.81,4.98,S,1
Gentiana alpina,Vill.,Dicot,perennial,forb,9.14,71.67,19.19,S/SR,1
Gentiana andrewsii,Griseb.,Dicot,perennial,forb,37.68,34.8,27.52,CSR,4
Gentiana asclepiadea,L.,Dicot,perennial,forb,36.66,0,63.34,R/CR,1
Gentiana bavarica  var. subacaulis,(Wahlenb.) Schleich.,Dicot,perennial,forb,0,66.01,33.99,S/SR,1
Gentianella biebersteinii,(Bunge) Holub,Dicot,perennial,forb,13.66,12.6,73.74,R/CR,1
Gentiana brachyphylla,Vill.,Dicot,perennial,forb,0,66.59,33.41,S/SR,1
Gentiana clusii,E.P.Perrier & Songeon,Dicot,perennial,forb,41.72,55.28,3,CS,1
Gentiana lutea  var. aurantiaca,(M.Laínz) M.Laínz,Dicot,perennial,forb,77.83,13.3,8.87,C/CS,1
Gentiana nivalis,L.,Dicot,perennial,forb,0,0,100,R,1
Gentiana pneumonanthe,L.,Dicot,perennial,forb,11.92,40.88,47.2,SR/CSR,1
Gentiana punctata,L.,Dicot,perennial,forb,60.23,2.97,36.8,CR,1
Gentiana purpurea,L.,Dicot,perennial,forb,46.34,30.52,23.14,C/CSR,1
Gentiana pyrenaica,L.,Dicot,perennial,forb,0.7,60.2,39.1,SR,1
Gentiana septemfida,Pall.,Dicot,perennial,forb,13.91,21.36,64.73,R/SR,1
Gentiana verna,L.,Dicot,perennial,forb,10.84,64.99,24.16,S/SR,1
Gentianella insubrica,(Kunz) Holub,Dicot,biennial,forb,19.78,0,80.22,R/CR,1
Geranium caespitosum,E.James,Dicot,perennial,forb,39.09,51.64,9.27,CS,4
Geranium dissectum,L.,Dicot,biennial,forb,18.69,25.08,56.24,R/CSR,1
Geranium gymnocaulon,DC.,Dicot,perennial,forb,35.03,40.72,24.24,CS/CSR,1
Geranium lucidum,L.,Dicot,biennial,forb,31.8,16.07,52.13,R/CSR,1
Geranium maculatum,L.,Dicot,perennial,forb,51.89,6.93,41.18,CR,4
Geranium molle,L.,Dicot,biennial,forb,23.99,32.82,43.19,SR/CSR,1
Geranium nodosum,L.,Dicot,perennial,forb,55.27,5.95,38.78,CR,1
Geranium pogonanthum,Franch.,Dicot,perennial,forb,51.18,22.04,26.78,C/CSR,1
Geranium phaeum,L.,Dicot,perennial,forb,64.25,0,35.75,C/CR,1
Geranium pratense,L.,Dicot,perennial,forb,55.67,17.92,26.42,C/CSR,1
Geranium richardsonii,Fisch. & Trautv.,Dicot,perennial,forb,54.11,14.86,31.03,C/CSR,2
Geranium robertianum,L.,Dicot,biennial,forb,22.24,9.52,68.24,R/CR,1
Geranium rotundifolium,L.,Dicot,annual,forb,23.41,29.89,46.7,R/CSR,1
Geranium sanguineum,L.,Dicot,perennial,forb,22.09,55.32,22.6,S/CSR,1
Geranium sylvaticum,L.,Dicot,perennial,forb,35.51,31.02,33.46,CSR,1
