validScientificName,family,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority
Cytisophyllum sessilifolius (L.) O. Lang,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,13.66,44.27,42.07,SR/CSR,1
Cytisus emeriflorus Rchb.,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,9.29,48.61,42.1,SR,1
Cytisus hirsutus L. hirsutus,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,27.91,10.11,61.98,R/CR,1
Cytisus nigricans L. nigricans,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,13.93,59.36,26.7,S/CSR,1
Cytisus purpureus Scop.,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,10.81,50.36,38.83,SR,1
Cytisus scoparius (L.) Link,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,0,84.5,15.5,S,1
Dacryodes laxa (A.W. Benn.) H.J. Lam,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,56.08,43.92,0,CS,9
Dacryodes rostrata (Blume) H.J. Lam,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,39.74,60.26,0,CS,9
Dacryodes rugosa H.J. Lam,Burseraceae,Sapindales,Rosanae,Dicot,perennial,tree,47.01,52.99,0,CS,9
Dactylis glomerata L. glomerata,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,43.7,27.94,28.36,CSR,1
Dactylorhiza euxina (Nevski) H. Baumann & Künkele,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,35.33,0,64.67,R/CR,1
Dactylorhiza incarnata (L.) Soó,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,58.16,0,41.84,CR,1
Dactylorhiza maculata (L.) Soó,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,49.8,0,50.2,CR,1
Dactylorhiza sambucina (L.) Soó,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,40.29,0,59.71,CR,1
Dactylorhiza sphagnicola (Höppner) Aver.,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,51.08,0,48.92,CR,1
Dactylorhiza traunsteineri (Saut. ex Rchb. f.) Soó,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,33.82,0,66.18,R/CR,1
Dalea candida Willd.,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,15.42,79.79,4.79,S/CS,4
Dalea polygonoides A. Gray,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,19.68,38.48,41.84,SR/CSR,4
Dalea purpurea Vent.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,4.98,83.24,11.78,S,4
Danthonia decumbens (L.) DC. decumbens,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,13.23,76.03,10.74,S/CS,1
Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,18.64,77.19,4.17,S/CS,2
Daphne cneorum L.,Thymelaeaceae,Malvales,Rosanae,Dicot,perennial,shrub,3.19,71.3,25.51,S/SR,1
Daphne gnidium L.,Thymelaeaceae,Malvales,Rosanae,Dicot,perennial,tree,8.47,52.8,38.73,SR,1
Daphne laureola L.,Thymelaeaceae,Malvales,Rosanae,Dicot,perennial,tree,43.7,48.96,7.34,CS,1
Daphne mezereum L.,Thymelaeaceae,Malvales,Rosanae,Dicot,perennial,tree,31.97,8.05,59.98,R/CR,1
Datura stramonium L.,Solanaceae,Solanales,Asteranae,Dicot,annual,forb,72.62,0,27.38,C/CR,4
Daucus carota L.,Apiaceae,Apiales,Asteranae,Dicot,biennial,forb,29.2,41.31,29.49,CSR,1
Davilla nitida (Vahl) Kubitzk,Dilleniaceae,Dilleniales,Dillenianae,Dicot,perennial,liana,39.35,48.7,11.95,CS/CSR,7
Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,shrub,20.37,79.63,0,S/CS,7
Dendropanax arboreus (L.) Decne. & Planch.,Araliaceae,Apiales,Asteranae,Dicot,perennial,shrub,57.18,34.89,7.93,CS,7
Dennstaedtia punctilobula (Michx.) T. Moore,Dennstaedtiaceae,Polypodiales,,Fern,perennial,forb,22.71,31.47,45.81,R/CSR,2
Deschampsia cespitosa (L.) P. Beauv.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,13.46,66.47,20.07,S/SR,1
Deschampsia flexuosa (L.) Trin.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,1.66,68.15,30.18,S/SR,1
Deschampsia setacea (Huds.) Hack.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,0,71.04,28.96,S/SR,1
Descurainia sophia (L.) Webb ex Prantl,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,31.13,1,67.87,R/CR,1
Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,8.63,72.35,19.02,S/SR,4
Desmazeria rigida (L.) Tutin,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,0.14,60.52,39.35,SR,1
Desmodium canadense (L.) DC.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,27.26,47.32,25.42,S/CSR,4
Desmodium ciliare (Muhl. ex Willd.) DC.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,7.86,82.65,9.49,S,4
Desmodium illinoense A. Gray,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,36.58,40.6,22.82,CS/CSR,4
Desmopsis panamensis (B.L. Rob.) Saff.,Annonaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,46.69,38.82,14.5,CS/CSR,7
Deutzia crenata Siebold & Zuccarini,Hydrangeaceae,Cornales,Asteranae,Dicot,perennial,tree,36.7,44.37,18.93,CS/CSR,1
Dialium guianense (Aubl.) Sandwith,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,32.76,34.92,32.32,CSR,7
Dialium platysepalum Baker,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,41.8,53.8,4.4,CS,9
Dianthus armeria L.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,24.35,28.96,46.68,R/CSR,1
Dianthus barbatus L.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,36.17,33.66,30.17,CSR,1
Dianthus carthusianorum L.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,16.15,61.42,22.44,S/CSR,1
Dianthus gratianopolitanus Vill.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,6.65,57.25,36.1,SR,1
Dianthus seguieri Vill.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,10.14,64.98,24.87,S/SR,1
Dianthus superbus L.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,19.61,22.26,58.12,R/CSR,1
Dianthus sylvestris Wulfen,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,15.03,84.97,0,S,1
Diapensia lapponica L.,Diapensiaceae,Ericales,Asteranae,Dicot,perennial,forb,0,100,0,S,1
Dichanthelium ensifolium (Baldwin ex Elliott) Gould,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,8.67,42.07,49.26,SR,4
Dichanthelium linearifolium (Scribn.) Gould,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,13.66,53.78,32.56,S/CSR,4
Dichanthelium oligosanthes (Schult.) Gould,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,14.42,48.82,36.76,SR/CSR,4
Dichanthium ischaemum (L.) Roberty,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,9.37,50.34,40.29,SR,1
Dictamnus albus L.,Rutaceae,Sapindales,Rosanae,Dicot,perennial,forb,53.99,35.43,10.58,CS,1
Digitalis grandiflora Mill.,Plantaginaceae,Lamiales,Asteranae,Dicot,biennial,forb,50.93,7.72,41.35,CR,1
Digitalis lutea L.,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,forb,57.64,3.09,39.28,CR,1
Digitaria ischaemum (Schreb.) Muhl.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,9.51,3.65,86.84,R,1
Digitaria milanjiana (Rendle) Stapf,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,34.95,30.2,34.84,CSR,8
Digitaria sanguinalis (L.) Scop.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,38.73,0,61.27,CR,1
Diospyros apiculata Hiern,Ebenaceae,Ericales,Asteranae,Dicot,perennial,tree,40.42,54.57,5.01,CS,9
Diospyros artanthifolia Mart.,Ebenaceae,Ericales,Asteranae,Dicot,perennial,tree,36.12,58.52,5.37,CS,7
Diospyros lotus L.,Ebenaceae,Ericales,Asteranae,Dicot,perennial,tree,44.66,52.44,2.9,CS,1
Diospyros nutans King & Gamble,Ebenaceae,Ericales,Asteranae,Dicot,perennial,shrub,33.44,60.41,6.15,S/CS,9
Diospyros scortechinii King & Gamble,Ebenaceae,Ericales,Asteranae,Dicot,perennial,tree,26.78,71.4,1.82,S/CS,9
Diospyros venosa Wall. ex A. DC.,Ebenaceae,Ericales,Asteranae,Dicot,perennial,tree,32.19,67.79,0.02,S/CS,9
Diospyros virginiana L.,Ebenaceae,Ericales,Asteranae,Dicot,perennial,tree,12.77,80.64,6.59,S,4
Diphasiastrum alpinum (L.) Holub,Lycopodiaceae,Lycopodiales,,Fern,perennial,shrub,7.22,83.75,9.03,S,1
Diphasiastrum complanatum (L.) Holub,Lycopodiaceae,Lycopodiales,,Fern,perennial,shrub,12.07,87.93,0,S,1
Diplospora malaccensis Hook. f.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,tree,59.85,38.42,1.73,CS,9
Diplotaxis muralis (L.) DC.,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,39.24,0,60.76,CR,1
Diplusodon orbicularis Koehne,Lythraceae,Myrtales,Rosanae,Dicot,perennial,shrub,4.54,95.46,0,S,7
Dipsacus pilosus L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,biennial,forb,56.1,0,43.9,CR,1
Dipsacus strigosus Willd. ex Roem. & Schult.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,biennial,forb,70.86,18.4,10.75,C/CS,1
Dipterocarpus cornutus Dyer,Dipterocarpaceae,Malvales,Rosanae,Dicot,perennial,tree,32.78,64.83,2.39,S/CS,9
Dipteryx oleifera Benth.,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,73.59,20.36,6.05,C/CS,7
Dittrichia viscosa (L.) Greuter,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,45.38,0,54.62,CR,1
Dolichorrhiza caucasica (M.Bieb.) Galushko,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,40.89,0,59.11,CR,1
Dolichos oliveri Schweinf.,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,63.85,25.47,10.68,C/CS,8
Doliocarpus major J.F. Gmel.,Dilleniaceae,Dilleniales,Dillenianae,Dicot,perennial,liana,39.24,47.72,13.04,CS/CSR,7
Doliocarpus olivaceus Sprague & R.O. Williams ex Standl.,Dilleniaceae,Dilleniales,Dillenianae,Dicot,perennial,liana,50.47,40,9.52,CS,7
Doronicum clusii (All.) Tausch,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,36.51,0,63.49,R/CR,1
Doronicum grandiflorum Lam.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,39.29,0,60.71,CR,1
Dorycnium herbaceum Vill.,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,9.92,51.48,38.61,SR,1
Draba aizoides L.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,0,66.38,33.62,S/SR,1
Draba asprella Greene,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,5.14,38.95,55.91,SR,4
Draba dubia Suter,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,0,85.04,14.96,S,1
Draba hispida Willd.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,0.67,0,99.33,R,1
Dracaena sanderiana Sander,Asparagaceae,Asparagales,Lilianae,Monocot,perennial,forb,23.44,54.29,22.27,S/CSR,8
Drosera anglica Huds.,Droseraceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,7.57,0,92.43,R,1
Drosera intermedia Hayne,Droseraceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,0,12.47,87.53,R,1
Drosera rotundifolia L.,Droseraceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,3.66,0,96.34,R,1
Dryas octopetala L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,shrub,7.47,80.63,11.91,S,1
Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteridaceae,Polypodiales,,Fern,perennial,forb,71.7,6.8,21.5,C/CR,1
Dryopteris carthusiana (Vill.) H. P. Fuchs,Dryopteridaceae,Polypodiales,,Fern,perennial,forb,73.45,9.5,17.05,C/CR,1
Dryopteris dilatata (Hoffm.) A. Gray,Dryopteridaceae,Polypodiales,,Fern,perennial,forb,42.37,18.73,38.89,CR/CSR,1
Dryopteris expansa (Presl.) Fraser-Jenk. & Jermy,Dryopteridaceae,Polypodiales,,Fern,perennial,forb,32.65,26.21,41.14,CSR,1
Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Polypodiales,,Fern,perennial,forb,70.89,7.86,21.25,C/CR,1
Dryopteris remota (A. Braun) Hayek,Dryopteridaceae,Polypodiales,,Fern,perennial,forb,66.55,0,33.45,C/CR,1
Drypetes standleyi G.L. Webster,Putranjivaceae,Malpighiales,Rosanae,Dicot,perennial,tree,37.78,56.14,6.08,CS,7
Duguetia gardneriana Mart.,Annonaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,46.87,52.03,1.1,CS,7
Echeandia flavescens (Schult. & Schult. f.) Cruden,Asparagaceae,Asparagales,Lilianae,Monocot,perennial,forb,38.31,0,61.69,CR,4
Echinochloa crusgalli (L.) P. Beauv.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,47.51,13.91,38.57,CR/CSR,1
Echinolaena inflexa (Poir.) Chase,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.94,77.95,6.11,S/CS,7
Echinops exaltatus Schrad.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,54.74,33.15,12.11,C/CSR,1
Echinops ritro L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,78.06,11.96,9.98,C/CS,1
Echium vulgare L.,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,65.91,4.25,29.84,C/CR,1
Egeria densa Planch.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,perennial,aquatic,5.08,0,94.92,R,7
Elaeagnus pungens Thunb.,Elaeagnaceae,Rosales,Rosanae,Dicot,perennial,tree,36.27,51.99,11.74,CS/CSR,1
Elatine hexandra DC.,Elatinaceae,Malpighiales,Rosanae,Dicot,annual,aquatic,0,29.34,70.66,R/SR,1
Elatine hydropiper L.,Elatinaceae,Malpighiales,Rosanae,Dicot,annual,aquatic,0,0,100,R,1
Eleocharis acicularis (L.) Roem. & Schult.,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,0,0,100,R,1
Eleocharis mamillata H. Lindb. austriaca (Hayek) Strandh.,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,8.87,0,91.13,R,1
Eleocharis multicaulis (Sm.) Desv.,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.16,84.84,0,S,1
Eleocharis obtusa (Willd.) Schult.,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,23.09,38.87,38.04,SR/CSR,4
Eleocharis ovata (Roth) Roem. & Schult.,Cyperaceae,Poales,Lilianae,Monocot,annual,graminoid,9.86,52.38,37.76,SR,1
Eleocharis palustris (L.) Roem. & Schult. palustris,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,45.68,0,54.32,CR,1
Eleocharis quinqueflora (Hartmann) O. Schwarz,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,4.16,95.84,0,S,1
Eleusine indica (L.) Gaertn.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,15.72,33.96,50.32,SR/CSR,1
Elodea canadensis Michx.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,perennial,aquatic,2.4,45.4,52.2,SR,4
Elymus athericus (Link) Kerguélen,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,32.43,49.99,17.58,S/CSR,1
Elymus canadensis L.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,28.08,50.03,21.89,S/CSR,2
Elymus elymoides (Raf.) Swezey,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.4,67.26,17.35,S/SR,4
Elymus farctus (Viv.) Runemark ex Melderis,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,18.96,76.01,5.03,S/CS,1
Elymus repens (L.) Gould,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,30.98,36.28,32.74,CSR,1
Elymus trachycaulus (Link) Gould ex Shinners,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,12.9,48.15,38.95,SR/CSR,2
Elytrigia repens (L.) Desv. ex Nevski,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,20.12,48.23,31.65,S/CSR,1
Emerus major Mill.,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,28,24.39,47.61,R/CSR,1
Empetrum nigrum L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,0,100,0,S,1
Enicosanthum fuscum (King) Airy Shaw,Annonaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,60.15,35.38,4.46,CS,9
Epilobium alpestre (Jacq.) Krock.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,18.72,24.57,56.71,R/CSR,1
Epilobium anagallidifolium Lam.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,0,58.97,41.03,SR,1
Epilobium angustifolium L.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,34.64,17.1,48.25,CR/CSR,1
Epilobium brachycarpum C. Presl,Onagraceae,Myrtales,Rosanae,Dicot,annual,forb,6.71,5.87,87.42,R,4
Epilobium ciliatum Raf.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,19.31,0,80.69,R/CR,1
Epilobium coloratum Biehler,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,11.33,43.55,45.13,SR/CSR,2
Epilobium dodonaei Vill.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,17.96,59.28,22.75,S/CSR,1
Epilobium fleischeri Hochst.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,8.45,59.33,32.22,S/SR,1
Epilobium glandulosum Lehm.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,3.24,72.54,24.22,S/SR,1
Epilobium hirsutum L.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,35.57,20.08,44.34,CR/CSR,1
Epilobium montanum L.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,35.39,25.54,39.07,CSR,1
Epilobium nutans F.W. Schmidt,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,10.16,30.55,59.29,R/CSR,1
Epilobium palustre L.,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,34.05,0,65.95,R/CR,1
Epipactis atrorubens (Hoffm. ex Bernh.) Besser,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,36,24.08,39.92,CR/CSR,1
Epipactis helleborine (L.) Crantz,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,23.87,46.15,29.98,S/CSR,1
Epipactis palustris (L.) Crantz,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,26.46,16.58,56.96,R/CSR,1
Epiprinus malayanus Griff.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,66.31,33.69,0,C/CS,9
Equisetum arvense L.,Equisetaceae,Equisetales,,Fern,perennial,forb,14.71,63.77,21.53,S/CSR,1
Equisetum fluviatile L.,Equisetaceae,Equisetales,,Fern,perennial,forb,15.77,84.23,0,S,1
Equisetum sylvaticum L.,Equisetaceae,Equisetales,,Fern,perennial,forb,12.9,47.2,39.9,SR/CSR,1
Equisetum telmateia Ehrh.,Equisetaceae,Equisetales,,Fern,perennial,forb,18.28,12.05,69.68,R/CR,1
Eragrostis mexicana (Hornem.) Link,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,12.82,36.26,50.92,SR/CSR,4
Eragrostis minor Host,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,19.99,27.54,52.47,R/CSR,1
Eragrostis pectinacea (Michx.) Nees,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,21.49,48,30.51,S/CSR,4
Eragrostis spectabilis (Pursh) Steud.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,14.32,65.53,20.15,S/SR,4
Erica arborea L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,0,75.78,24.22,S/SR,1
Erica cinerea L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,0,93.91,6.09,S,1
Erica scoparia L. scoparia,Ericaceae,Ericales,Asteranae,Dicot,perennial,tree,0,100,0,S,1
Erica tetralix L.,Ericaceae,Ericales,Asteranae,Dicot,perennial,shrub,0,100,0,S,1
Erigeron alpinus L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,16.67,43.45,39.88,SR/CSR,1
Erigeron annuus (L.) Desf.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,41.27,12.95,45.79,CR/CSR,2
Erigeron borealis (Vierh.) Simmons,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,13.42,0,86.58,R,1
Erigeron canadensis L.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,19.31,43.31,37.38,SR/CSR,2
Erigeron caucasicus Steven,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,29.58,18.13,52.29,R/CSR,1
Erigeron divergens Torr. & A. Gray,Asteraceae,Asterales,Asteranae,Dicot,biennial,forb,7.25,29.97,62.79,R/SR,4
Erigeron flagellaris A. Gray,Asteraceae,Asterales,Asteranae,Dicot,biennial,forb,5.25,57.83,36.92,SR,4
Erigeron formosissimus Greene,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,14.47,52.2,33.33,S/CSR,4
Erigeron karvinskianus DC.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,14.42,18.04,67.54,R/SR,4
Erigeron speciosus (Lindl.) DC.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,22.85,40.04,37.11,SR/CSR,4
Erigeron strigosus Muhl. ex Willd.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,13.42,44.47,42.11,SR/CSR,2
Erigeron uniflorus L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,2.68,20.87,76.45,R/SR,1
Eriobotrya japonica (Thunb.) Lindl.,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,54.56,45.44,0,CS,1
Eriogonum alatum Torr.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,27.08,72.92,0,S/CS,4
Eriogonum pharnaceoides Torr.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,11.17,46.73,42.1,SR/CSR,4
Eriogonum racemosum Nutt.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,29.63,70.37,0,S/CS,4
Eriope arenaria Harley,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,1.37,87.39,11.25,S,7
Eriophorum angustifolium Honck.,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,30.35,63.4,6.25,S/CS,1
Eriophorum latifolium Hoppe,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,16.46,59.64,23.9,S/CSR,1
Eriophorum scheuchzeri Hoppe,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,34.01,38.96,27.03,CSR,1
Eriophorum vaginatum L.,Cyperaceae,Poales,Lilianae,Monocot,perennial,graminoid,16.19,76.13,7.68,S/CS,1
Eriotheca macrophylla (K. Schum.) A. Robyns,Malvaceae,Malvales,Rosanae,Dicot,perennial,tree,60.99,31.64,7.36,C/CS,7
Eritrichium caucasicum Grossh.,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,5.51,77.83,16.65,S/SR,1
Erodium cicutarium (L.) L'Hér.,Geraniaceae,Geraniales,Rosanae,Dicot,biennial,forb,35.42,0,64.58,R/CR,1
Erodium lebelii Jord.,Geraniaceae,Geraniales,Rosanae,Dicot,annual,forb,17.29,46.61,36.1,SR/CSR,1
Erodium moschatum (L.) L'Hér. ex Aiton,Geraniaceae,Geraniales,Rosanae,Dicot,biennial,forb,63.8,0,36.2,C/CR,1
Erophila verna (L.) DC. praecox (Steven) Walp.,Brassicaceae,Brassicales,Rosanae,Dicot,annual,forb,4.8,0,95.2,R,1
Erucastrum nasturtiifolium O.E. Schulz,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,52.26,32.33,15.41,C/CSR,1
Eryngium campestre L.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,81.3,18.7,0,C/CS,1
Eryngium yuccifolium Michx.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,23.63,76.37,0,S/CS,4
Erysimum cheiranthoides L.,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,9.13,70.93,19.95,S/SR,1
Erysimum hieraciifolium L.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,14.89,44.72,40.39,SR/CSR,1
Erysimum odoratum Ehrh.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,22.55,4.25,73.21,R/CR,1
Erythrina costaricensis Micheli,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,77.01,2.09,20.9,C/CR,7
Erythronium dens-canis L.,Liliaceae,Liliales,Lilianae,Monocot,perennial,forb,58.01,0,41.99,CR,1
Erythroxylum macrophyllum Cav.,Erythroxylaceae,Malpighiales,Rosanae,Dicot,perennial,tree,61.55,36.83,1.62,CS,7
Erythroxylum panamense Turcz.,Erythroxylaceae,Malpighiales,Rosanae,Dicot,perennial,tree,29.85,44.3,25.85,S/CSR,7
Eschweilera ovata (Cambess.) Miers,Lecythidaceae,Ericales,Asteranae,Dicot,perennial,tree,44.25,50.24,5.51,CS,7
Eugenia candolleana DC.,Myrtaceae,Myrtales,Rosanae,Dicot,perennial,shrub,35.44,44.37,20.19,CS/CSR,7
Eugenia coloradensis Standl.,Myrtaceae,Myrtales,Rosanae,Dicot,perennial,tree,44.35,50.19,5.47,CS,7
Eugenia galalonensis C.Wright ex Griseb.) Krug & Urb.,Myrtaceae,Myrtales,Rosanae,Dicot,perennial,tree,30.3,55.65,14.05,S/CSR,4
Eugenia nesiotica,Myrtaceae,Myrtales,Rosanae,Dicot,perennial,tree,18.04,55.78,26.17,S/CSR,7
Eugenia oerstediana,Myrtaceae,Myrtales,Rosanae,Dicot,perennial,tree,20.75,59.3,19.94,S/CSR,7
Eugenia punicifolia,Myrtaceae,Myrtales,Rosanae,Dicot,perennial,tree,13.67,86.33,0,S,7
Euonymus europaeus L.,Celastraceae,Celastrales,Rosanae,Dicot,perennial,tree,29.45,51.41,19.14,S/CSR,1
Euonymus japonicus L. f.,Celastraceae,Celastrales,Rosanae,Dicot,perennial,tree,29.1,70.9,0,S/CS,1
Eupatorium cannabinum L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,51.9,16.25,31.85,C/CSR,1
Eupatorium coelestinum L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,12.45,69.59,17.97,S/SR,4
